session,strategy,turn,visible_tokens,cached_read_tokens,uncached_tokens,compaction_call,classifier_call,hidden_bytes,dollars
long_mixed_80,vcc_source_view,27,6280,2737,3543,0,0,399600,0.01145
long_mixed_80,vcc_source_view,28,6638,2826,3812,0,0,429600,0.012284
long_mixed_80,vcc_source_view,29,6714,2987,3727,0,0,432200,0.012077
long_mixed_80,vcc_source_view,30,7080,3021,4059,0,0,456200,0.013083
long_mixed_80,vcc_source_view,31,7156,3186,3970,0,0,458800,0.012866
long_mixed_80,vcc_source_view,32,7314,3220,4094,0,0,469200,0.013248
long_mixed_80,vcc_source_view,33,7144,3214,3930,0,0,489200,0.012754
long_mixed_80,vcc_source_view,34,7220,3214,4006,0,0,491800,0.012982
long_mixed_80,vcc_source_view,35,7578,3249,4329,0,0,521800,0.013962
long_mixed_80,vcc_source_view,36,7774,3410,4364,0,0,535800,0.014115
long_mixed_80,vcc_source_view,37,7850,3498,4352,0,0,538400,0.014105
long_mixed_80,vcc_source_view,38,7926,3532,4394,0,0,541000,0.014242
long_mixed_80,vcc_source_view,39,8343,3566,4777,0,0,556200,0.015401
long_mixed_80,vcc_source_view,40,8709,3754,4955,0,0,580200,0.015991
long_mixed_80,vcc_source_view,41,8785,3919,4866,0,0,582800,0.015774
long_mixed_80,vcc_source_view,42,9143,3953,5190,0,0,612800,0.016756
long_mixed_80,vcc_source_view,43,9219,4114,5105,0,0,615400,0.016549
long_mixed_80,vcc_source_view,44,8879,3995,4884,0,0,635400,0.015851
long_mixed_80,vcc_source_view,45,9245,3995,5250,0,0,659400,0.016949
long_mixed_80,vcc_source_view,46,9321,4160,5161,0,0,662000,0.016731
long_mixed_80,vcc_source_view,47,9397,4194,5203,0,0,664600,0.016867
long_mixed_80,vcc_source_view,48,9593,4228,5365,0,0,678600,0.017363
long_mixed_80,vcc_source_view,49,9951,4316,5635,0,0,708600,0.0182
long_mixed_80,vcc_source_view,50,10317,4477,5840,0,0,732600,0.018863
long_mixed_80,vcc_source_view,51,10513,4642,5871,0,0,746600,0.019006
long_mixed_80,vcc_source_view,52,10837,4730,6107,0,0,758200,0.01974
long_mixed_80,vcc_source_view,53,10913,4876,6037,0,0,760800,0.019574
long_mixed_80,vcc_source_view,54,11109,4910,6199,0,0,774800,0.02007
long_mixed_80,vcc_source_view,55,10939,4922,6017,0,0,794800,0.019528
long_mixed_80,vcc_source_view,56,11297,4922,6375,0,0,824800,0.020602
long_mixed_80,vcc_source_view,57,11493,5083,6410,0,0,838800,0.020755
long_mixed_80,vcc_source_view,58,11569,5171,6398,0,0,841400,0.020745
long_mixed_80,vcc_source_view,59,11645,5206,6439,0,0,844000,0.020879
long_mixed_80,vcc_source_view,60,12011,5240,6771,0,0,868000,0.021885
long_mixed_80,vcc_source_view,61,12087,5404,6683,0,0,870600,0.02167
long_mixed_80,vcc_source_view,62,12163,5439,6724,0,0,873200,0.021804
long_mixed_80,vcc_source_view,63,12521,5473,7048,0,0,903200,0.022786
long_mixed_80,vcc_source_view,64,12679,5634,7045,0,0,913600,0.022825
long_mixed_80,vcc_source_view,65,13266,5705,7561,0,0,938800,0.024395
long_mixed_80,vcc_source_view,66,12926,5816,7110,0,0,958800,0.023075
long_mixed_80,vcc_source_view,67,13002,5816,7186,0,0,961400,0.023303
long_mixed_80,vcc_source_view,68,13160,5850,7310,0,0,971800,0.023685
long_mixed_80,vcc_source_view,69,13356,5922,7434,0,0,985800,0.024079
long_mixed_80,vcc_source_view,70,13714,6010,7704,0,0,1015800,0.024915
long_mixed_80,vcc_source_view,71,13790,6171,7619,0,0,1018400,0.024708
long_mixed_80,vcc_source_view,72,13986,6205,7781,0,0,1032400,0.025204
long_mixed_80,vcc_source_view,73,14062,6293,7769,0,0,1035000,0.025195
long_mixed_80,vcc_source_view,74,14138,6327,7811,0,0,1037600,0.025331
long_mixed_80,vcc_source_view,75,14504,6362,8142,0,0,1061600,0.026335
long_mixed_80,vcc_source_view,76,14662,6526,8136,0,0,1072000,0.026366
long_mixed_80,vcc_source_view,77,15020,6597,8423,0,0,1102000,0.027248
long_mixed_80,vcc_source_view,78,15382,6759,8623,0,0,1117200,0.027897
long_mixed_80,vcc_source_view,79,15458,6921,8537,0,0,1119800,0.027687
long_mixed_80,vcc_source_view,80,15824,6956,8868,0,0,1143800,0.028691
long_mixed_80,pi_vcc_sections,1,960,0,960,0,0,2400,0.00288
long_mixed_80,pi_vcc_sections,2,1020,336,684,0,0,5000,0.002153
long_mixed_80,pi_vcc_sections,3,1155,357,798,0,0,19000,0.002501
long_mixed_80,pi_vcc_sections,4,1260,404,856,0,0,29400,0.002689
long_mixed_80,pi_vcc_sections,5,1500,441,1059,0,0,53400,0.003309
long_mixed_80,pi_vcc_sections,6,1635,525,1110,0,0,67400,0.003488
long_mixed_80,pi_vcc_sections,7,1900,572,1328,0,0,97400,0.004156
long_mixed_80,pi_vcc_sections,8,2005,665,1340,0,0,107800,0.00422
long_mixed_80,pi_vcc_sections,9,2140,701,1439,0,0,121800,0.004527
long_mixed_80,pi_vcc_sections,10,2380,749,1631,0,0,145800,0.005118
long_mixed_80,pi_vcc_sections,11,2235,782,1453,0,0,165800,0.004594
long_mixed_80,pi_vcc_sections,12,2370,782,1588,0,0,179800,0.004999
long_mixed_80,pi_vcc_sections,13,2630,829,1801,0,0,183600,0.005652
long_mixed_80,pi_vcc_sections,14,2895,920,1975,0,0,213600,0.006201
long_mixed_80,pi_vcc_sections,15,3135,1013,2122,0,0,237600,0.00667
long_mixed_80,pi_vcc_sections,16,3240,1097,2143,0,0,248000,0.006758
long_mixed_80,pi_vcc_sections,17,3300,1134,2166,0,0,250600,0.006838
long_mixed_80,pi_vcc_sections,18,3435,1155,2280,0,0,264600,0.007186
long_mixed_80,pi_vcc_sections,19,3495,1202,2293,0,0,267200,0.00724
long_mixed_80,pi_vcc_sections,20,3735,1223,2512,0,0,291200,0.007903
long_mixed_80,pi_vcc_sections,21,4000,1307,2693,0,0,321200,0.008471
long_mixed_80,pi_vcc_sections,22,3710,1298,2412,0,0,341200,0.007625
long_mixed_80,pi_vcc_sections,23,3770,1298,2472,0,0,343800,0.007805
long_mixed_80,pi_vcc_sections,24,3905,1319,2586,0,0,357800,0.008154
long_mixed_80,pi_vcc_sections,25,4145,1366,2779,0,0,381800,0.008747
long_mixed_80,pi_vcc_sections,26,4345,1450,2895,0,0,385600,0.00912
long_mixed_80,pi_vcc_sections,27,4480,1520,2960,0,0,399600,0.009336
long_mixed_80,pi_vcc_sections,28,4745,1568,3177,0,0,429600,0.010001
long_mixed_80,pi_vcc_sections,29,4805,1660,3145,0,0,432200,0.009933
long_mixed_80,pi_vcc_sections,30,5045,1681,3364,0,0,456200,0.010596
long_mixed_80,pi_vcc_sections,31,5105,1765,3340,0,0,458800,0.01055
long_mixed_80,pi_vcc_sections,32,5210,1786,3424,0,0,469200,0.010808
long_mixed_80,pi_vcc_sections,33,5065,1772,3293,0,0,489200,0.010411
long_mixed_80,pi_vcc_sections,34,5125,1772,3353,0,0,491800,0.010591
long_mixed_80,pi_vcc_sections,35,5390,1793,3597,0,0,521800,0.011329
long_mixed_80,pi_vcc_sections,36,5525,1886,3639,0,0,535800,0.011483
long_mixed_80,pi_vcc_sections,37,5585,1933,3652,0,0,538400,0.011536
long_mixed_80,pi_vcc_sections,38,5645,1954,3691,0,0,541000,0.011659
long_mixed_80,pi_vcc_sections,39,5980,1975,4005,0,0,556200,0.012607
long_mixed_80,pi_vcc_sections,40,6220,2093,4127,0,0,580200,0.013009
long_mixed_80,pi_vcc_sections,41,6280,2177,4103,0,0,582800,0.012962
long_mixed_80,pi_vcc_sections,42,6545,2198,4347,0,0,612800,0.0137
long_mixed_80,pi_vcc_sections,43,6605,2290,4315,0,0,615400,0.013632
long_mixed_80,pi_vcc_sections,44,6315,2210,4105,0,0,635400,0.012978
long_mixed_80,pi_vcc_sections,45,6555,2210,4345,0,0,659400,0.013698
long_mixed_80,pi_vcc_sections,46,6615,2294,4321,0,0,662000,0.013651
long_mixed_80,pi_vcc_sections,47,6675,2315,4360,0,0,664600,0.013775
long_mixed_80,pi_vcc_sections,48,6810,2336,4474,0,0,678600,0.014123
long_mixed_80,pi_vcc_sections,49,7075,2383,4692,0,0,708600,0.014791
long_mixed_80,pi_vcc_sections,50,7315,2476,4839,0,0,732600,0.01526
long_mixed_80,pi_vcc_sections,51,7450,2560,4890,0,0,746600,0.015438
long_mixed_80,pi_vcc_sections,52,7695,2607,5088,0,0,758200,0.016046
long_mixed_80,pi_vcc_sections,53,7755,2693,5062,0,0,760800,0.015994
long_mixed_80,pi_vcc_sections,54,7890,2714,5176,0,0,774800,0.016342
long_mixed_80,pi_vcc_sections,55,7745,2710,5035,0,0,794800,0.015918
long_mixed_80,pi_vcc_sections,56,8010,2710,5300,0,0,824800,0.016713
long_mixed_80,pi_vcc_sections,57,8145,2803,5342,0,0,838800,0.016867
long_mixed_80,pi_vcc_sections,58,8205,2850,5355,0,0,841400,0.01692
long_mixed_80,pi_vcc_sections,59,8265,2871,5394,0,0,844000,0.017043
long_mixed_80,pi_vcc_sections,60,8505,2892,5613,0,0,868000,0.017707
long_mixed_80,pi_vcc_sections,61,8565,2976,5589,0,0,870600,0.01766
long_mixed_80,pi_vcc_sections,62,8625,2997,5628,0,0,873200,0.017783
long_mixed_80,pi_vcc_sections,63,8890,3018,5872,0,0,903200,0.018521
long_mixed_80,pi_vcc_sections,64,8995,3111,5884,0,0,913600,0.018585
long_mixed_80,pi_vcc_sections,65,9435,3148,6287,0,0,938800,0.019805
long_mixed_80,pi_vcc_sections,66,9145,3200,5945,0,0,958800,0.018795
long_mixed_80,pi_vcc_sections,67,9205,3200,6005,0,0,961400,0.018975
long_mixed_80,pi_vcc_sections,68,9310,3221,6089,0,0,971800,0.019233
long_mixed_80,pi_vcc_sections,69,9445,3258,6187,0,0,985800,0.019538
long_mixed_80,pi_vcc_sections,70,9710,3305,6405,0,0,1015800,0.020206
long_mixed_80,pi_vcc_sections,71,9770,3398,6372,0,0,1018400,0.020135
long_mixed_80,pi_vcc_sections,72,9905,3419,6486,0,0,1032400,0.020484
long_mixed_80,pi_vcc_sections,73,9965,3466,6499,0,0,1035000,0.020537
long_mixed_80,pi_vcc_sections,74,10025,3487,6538,0,0,1037600,0.02066
long_mixed_80,pi_vcc_sections,75,10265,3508,6757,0,0,1061600,0.021323
long_mixed_80,pi_vcc_sections,76,10370,3592,6778,0,0,1072000,0.021412
long_mixed_80,pi_vcc_sections,77,10635,3629,7006,0,0,1102000,0.022107
long_mixed_80,pi_vcc_sections,78,10910,3722,7188,0,0,1117200,0.022681
long_mixed_80,pi_vcc_sections,79,10970,3818,7152,0,0,1119800,0.022601
long_mixed_80,pi_vcc_sections,80,11210,3839,7371,0,0,1143800,0.023265
long_mixed_80,pi_mrc_keep_ref_drop,1,703,0,703,0,0,2400,0.002109
long_mixed_80,pi_mrc_keep_ref_drop,2,747,175,572,0,0,5000,0.001769
long_mixed_80,pi_mrc_keep_ref_drop,3,831,186,645,0,0,19000,0.001991
long_mixed_80,pi_mrc_keep_ref_drop,4,893,207,686,0,0,29400,0.00212
long_mixed_80,pi_mrc_keep_ref_drop,5,1041,223,818,0,0,53400,0.002521
long_mixed_80,pi_mrc_keep_ref_drop,6,1125,260,865,0,0,67400,0.002673
long_mixed_80,pi_mrc_keep_ref_drop,7,1338,281,1057,0,0,97400,0.003255
long_mixed_80,pi_mrc_keep_ref_drop,8,1400,334,1066,0,0,107800,0.003298
long_mixed_80,pi_mrc_keep_ref_drop,9,1484,350,1134,0,0,121800,0.003507
long_mixed_80,pi_mrc_keep_ref_drop,10,1632,371,1261,0,0,145800,0.003894
long_mixed_80,pi_mrc_keep_ref_drop,11,1507,376,1131,0,0,165800,0.003506
long_mixed_80,pi_mrc_keep_ref_drop,12,1591,376,1215,0,0,179800,0.003758
long_mixed_80,pi_mrc_keep_ref_drop,13,1774,397,1377,0,0,183600,0.00425
long_mixed_80,pi_mrc_keep_ref_drop,14,1987,443,1544,0,0,213600,0.004765
long_mixed_80,pi_mrc_keep_ref_drop,15,2135,496,1639,0,0,237600,0.005066
long_mixed_80,pi_mrc_keep_ref_drop,16,2197,533,1664,0,0,248000,0.005152
long_mixed_80,pi_mrc_keep_ref_drop,17,2241,549,1692,0,0,250600,0.005241
long_mixed_80,pi_mrc_keep_ref_drop,18,2325,560,1765,0,0,264600,0.005463
long_mixed_80,pi_mrc_keep_ref_drop,19,2369,581,1788,0,0,267200,0.005538
long_mixed_80,pi_mrc_keep_ref_drop,20,2517,592,1925,0,0,291200,0.005953
long_mixed_80,pi_mrc_keep_ref_drop,21,2730,629,2101,0,0,321200,0.006492
long_mixed_80,pi_mrc_keep_ref_drop,22,2480,620,1860,0,0,341200,0.005766
long_mixed_80,pi_mrc_keep_ref_drop,23,2524,620,1904,0,0,343800,0.005898
long_mixed_80,pi_mrc_keep_ref_drop,24,2608,631,1977,0,0,357800,0.00612
long_mixed_80,pi_mrc_keep_ref_drop,25,2756,652,2104,0,0,381800,0.006508
long_mixed_80,pi_mrc_keep_ref_drop,26,2894,689,2205,0,0,385600,0.006822
long_mixed_80,pi_mrc_keep_ref_drop,27,2978,723,2255,0,0,399600,0.006982
long_mixed_80,pi_mrc_keep_ref_drop,28,3191,744,2447,0,0,429600,0.007564
long_mixed_80,pi_mrc_keep_ref_drop,29,3235,797,2438,0,0,432200,0.007553
long_mixed_80,pi_mrc_keep_ref_drop,30,3383,808,2575,0,0,456200,0.007967
long_mixed_80,pi_mrc_keep_ref_drop,31,3427,845,2582,0,0,458800,0.007999
long_mixed_80,pi_mrc_keep_ref_drop,32,3489,856,2633,0,0,469200,0.008156
long_mixed_80,pi_mrc_keep_ref_drop,33,3364,841,2523,0,0,489200,0.007821
long_mixed_80,pi_mrc_keep_ref_drop,34,3408,841,2567,0,0,491800,0.007953
long_mixed_80,pi_mrc_keep_ref_drop,35,3621,852,2769,0,0,521800,0.008563
long_mixed_80,pi_mrc_keep_ref_drop,36,3705,905,2800,0,0,535800,0.008671
long_mixed_80,pi_mrc_keep_ref_drop,37,3749,926,2823,0,0,538400,0.008747
long_mixed_80,pi_mrc_keep_ref_drop,38,3793,937,2856,0,0,541000,0.008849
long_mixed_80,pi_mrc_keep_ref_drop,39,4016,948,3068,0,0,556200,0.009488
long_mixed_80,pi_mrc_keep_ref_drop,40,4164,1004,3160,0,0,580200,0.009781
long_mixed_80,pi_mrc_keep_ref_drop,41,4208,1041,3167,0,0,582800,0.009813
long_mixed_80,pi_mrc_keep_ref_drop,42,4421,1052,3369,0,0,612800,0.010423
long_mixed_80,pi_mrc_keep_ref_drop,43,4465,1105,3360,0,0,615400,0.010412
long_mixed_80,pi_mrc_keep_ref_drop,44,4215,1053,3162,0,0,635400,0.009802
long_mixed_80,pi_mrc_keep_ref_drop,45,4363,1053,3310,0,0,659400,0.010246
long_mixed_80,pi_mrc_keep_ref_drop,46,4407,1090,3317,0,0,662000,0.010278
long_mixed_80,pi_mrc_keep_ref_drop,47,4451,1101,3350,0,0,664600,0.01038
long_mixed_80,pi_mrc_keep_ref_drop,48,4535,1112,3423,0,0,678600,0.010603
long_mixed_80,pi_mrc_keep_ref_drop,49,4748,1133,3615,0,0,708600,0.011185
long_mixed_80,pi_mrc_keep_ref_drop,50,4896,1187,3709,0,0,732600,0.011483
long_mixed_80,pi_mrc_keep_ref_drop,51,4980,1224,3756,0,0,746600,0.011635
long_mixed_80,pi_mrc_keep_ref_drop,52,5136,1245,3891,0,0,758200,0.012046
long_mixed_80,pi_mrc_keep_ref_drop,53,5180,1284,3896,0,0,760800,0.012073
long_mixed_80,pi_mrc_keep_ref_drop,54,5264,1295,3969,0,0,774800,0.012296
long_mixed_80,pi_mrc_keep_ref_drop,55,5139,1284,3855,0,0,794800,0.01195
long_mixed_80,pi_mrc_keep_ref_drop,56,5352,1284,4068,0,0,824800,0.012589
long_mixed_80,pi_mrc_keep_ref_drop,57,5436,1338,4098,0,0,838800,0.012695
long_mixed_80,pi_mrc_keep_ref_drop,58,5480,1359,4121,0,0,841400,0.012771
long_mixed_80,pi_mrc_keep_ref_drop,59,5524,1370,4154,0,0,844000,0.012873
long_mixed_80,pi_mrc_keep_ref_drop,60,5672,1381,4291,0,0,868000,0.013287
long_mixed_80,pi_mrc_keep_ref_drop,61,5716,1418,4298,0,0,870600,0.013319
long_mixed_80,pi_mrc_keep_ref_drop,62,5760,1429,4331,0,0,873200,0.013422
long_mixed_80,pi_mrc_keep_ref_drop,63,5973,1440,4533,0,0,903200,0.014031
long_mixed_80,pi_mrc_keep_ref_drop,64,6035,1493,4542,0,0,913600,0.014074
long_mixed_80,pi_mrc_keep_ref_drop,65,6322,1508,4814,0,0,938800,0.014894
long_mixed_80,pi_mrc_keep_ref_drop,66,6072,1518,4554,0,0,958800,0.014117
long_mixed_80,pi_mrc_keep_ref_drop,67,6116,1518,4598,0,0,961400,0.014249
long_mixed_80,pi_mrc_keep_ref_drop,68,6178,1529,4649,0,0,971800,0.014406
long_mixed_80,pi_mrc_keep_ref_drop,69,6262,1544,4718,0,0,985800,0.014617
long_mixed_80,pi_mrc_keep_ref_drop,70,6475,1565,4910,0,0,1015800,0.015199
long_mixed_80,pi_mrc_keep_ref_drop,71,6519,1618,4901,0,0,1018400,0.015188
long_mixed_80,pi_mrc_keep_ref_drop,72,6603,1629,4974,0,0,1032400,0.015411
long_mixed_80,pi_mrc_keep_ref_drop,73,6647,1650,4997,0,0,1035000,0.015486
long_mixed_80,pi_mrc_keep_ref_drop,74,6691,1661,5030,0,0,1037600,0.015588
long_mixed_80,pi_mrc_keep_ref_drop,75,6839,1672,5167,0,0,1061600,0.016003
long_mixed_80,pi_mrc_keep_ref_drop,76,6901,1709,5192,0,0,1072000,0.016089
long_mixed_80,pi_mrc_keep_ref_drop,77,7114,1725,5389,0,0,1102000,0.016685
long_mixed_80,pi_mrc_keep_ref_drop,78,7292,1778,5514,0,0,1117200,0.017075
long_mixed_80,pi_mrc_keep_ref_drop,79,7336,1823,5513,0,0,1119800,0.017086
long_mixed_80,pi_mrc_keep_ref_drop,80,7484,1834,5650,0,0,1143800,0.0175
long_mixed_80,hybrid_sections_prompt_classifier,1,1052,0,1052,0,1,2400,0.003156
long_mixed_80,hybrid_sections_prompt_classifier,2,1108,420,688,0,0,5000,0.00219
long_mixed_80,hybrid_sections_prompt_classifier,3,1230,443,787,0,0,19000,0.002494
long_mixed_80,hybrid_sections_prompt_classifier,4,1324,492,832,0,0,29400,0.002644
long_mixed_80,hybrid_sections_prompt_classifier,5,1549,529,1020,0,0,53400,0.003219
long_mixed_80,hybrid_sections_prompt_classifier,6,1671,619,1052,0,0,67400,0.003342
long_mixed_80,hybrid_sections_prompt_classifier,7,1923,668,1255,0,0,97400,0.003965
long_mixed_80,hybrid_sections_prompt_classifier,8,2017,769,1248,0,0,107800,0.003975
long_mixed_80,hybrid_sections_prompt_classifier,9,2139,806,1333,0,0,121800,0.004241
long_mixed_80,hybrid_sections_prompt_classifier,10,2364,855,1509,0,0,145800,0.004783
long_mixed_80,hybrid_sections_prompt_classifier,11,2224,889,1335,0,0,165800,0.004272
long_mixed_80,hybrid_sections_prompt_classifier,12,2346,889,1457,0,0,179800,0.004638
long_mixed_80,hybrid_sections_prompt_classifier,13,2618,938,1680,0,1,183600,0.005321
long_mixed_80,hybrid_sections_prompt_classifier,14,2870,1047,1823,0,0,213600,0.005783
long_mixed_80,hybrid_sections_prompt_classifier,15,3095,1148,1947,0,0,237600,0.006185
long_mixed_80,hybrid_sections_prompt_classifier,16,3189,1238,1951,0,0,248000,0.006224
long_mixed_80,hybrid_sections_prompt_classifier,17,3245,1275,1970,0,0,250600,0.006293
long_mixed_80,hybrid_sections_prompt_classifier,18,3367,1298,2069,0,0,264600,0.006596
long_mixed_80,hybrid_sections_prompt_classifier,19,3423,1346,2077,0,0,267200,0.006635
long_mixed_80,hybrid_sections_prompt_classifier,20,3648,1369,2279,0,0,291200,0.007248
long_mixed_80,hybrid_sections_prompt_classifier,21,3900,1459,2441,0,0,321200,0.007761
long_mixed_80,hybrid_sections_prompt_classifier,22,3620,1448,2172,0,0,341200,0.00695
long_mixed_80,hybrid_sections_prompt_classifier,23,3676,1448,2228,0,0,343800,0.007118
long_mixed_80,hybrid_sections_prompt_classifier,24,3798,1470,2328,0,0,357800,0.007425
long_mixed_80,hybrid_sections_prompt_classifier,25,4023,1519,2504,0,0,381800,0.007968
long_mixed_80,hybrid_sections_prompt_classifier,26,4220,1609,2611,0,1,385600,0.008316
long_mixed_80,hybrid_sections_prompt_classifier,27,4342,1688,2654,0,0,399600,0.008468
long_mixed_80,hybrid_sections_prompt_classifier,28,4594,1736,2858,0,0,429600,0.009095
long_mixed_80,hybrid_sections_prompt_classifier,29,4650,1837,2813,0,0,432200,0.00899
long_mixed_80,hybrid_sections_prompt_classifier,30,4875,1860,3015,0,0,456200,0.009603
long_mixed_80,hybrid_sections_prompt_classifier,31,4931,1950,2981,0,0,458800,0.009528
long_mixed_80,hybrid_sections_prompt_classifier,32,5025,1972,3053,0,0,469200,0.009751
long_mixed_80,hybrid_sections_prompt_classifier,33,4885,1954,2931,0,0,489200,0.009379
long_mixed_80,hybrid_sections_prompt_classifier,34,4941,1954,2987,0,0,491800,0.009547
long_mixed_80,hybrid_sections_prompt_classifier,35,5193,1976,3217,0,0,521800,0.010244
long_mixed_80,hybrid_sections_prompt_classifier,36,5315,2077,3238,0,0,535800,0.010337
long_mixed_80,hybrid_sections_prompt_classifier,37,5371,2126,3245,0,0,538400,0.010373
long_mixed_80,hybrid_sections_prompt_classifier,38,5427,2148,3279,0,0,541000,0.010481
long_mixed_80,hybrid_sections_prompt_classifier,39,5765,2170,3595,0,1,556200,0.011436
long_mixed_80,hybrid_sections_prompt_classifier,40,5990,2306,3684,0,0,580200,0.011744
long_mixed_80,hybrid_sections_prompt_classifier,41,6046,2396,3650,0,0,582800,0.011669
long_mixed_80,hybrid_sections_prompt_classifier,42,6298,2418,3880,0,0,612800,0.012365
long_mixed_80,hybrid_sections_prompt_classifier,43,6354,2519,3835,0,0,615400,0.012261
long_mixed_80,hybrid_sections_prompt_classifier,44,6074,2429,3645,0,0,635400,0.011664
long_mixed_80,hybrid_sections_prompt_classifier,45,6299,2429,3870,0,0,659400,0.012339
long_mixed_80,hybrid_sections_prompt_classifier,46,6355,2519,3836,0,0,662000,0.012264
long_mixed_80,hybrid_sections_prompt_classifier,47,6411,2542,3869,0,0,664600,0.01237
long_mixed_80,hybrid_sections_prompt_classifier,48,6533,2564,3969,0,0,678600,0.012676
long_mixed_80,hybrid_sections_prompt_classifier,49,6785,2613,4172,0,0,708600,0.0133
long_mixed_80,hybrid_sections_prompt_classifier,50,7010,2714,4296,0,0,732600,0.013702
long_mixed_80,hybrid_sections_prompt_classifier,51,7132,2804,4328,0,0,746600,0.013825
long_mixed_80,hybrid_sections_prompt_classifier,52,7367,2852,4515,0,1,758200,0.014401
long_mixed_80,hybrid_sections_prompt_classifier,53,7423,2946,4477,0,0,760800,0.014315
long_mixed_80,hybrid_sections_prompt_classifier,54,7545,2969,4576,0,0,774800,0.014619
long_mixed_80,hybrid_sections_prompt_classifier,55,7405,2962,4443,0,0,794800,0.014218
long_mixed_80,hybrid_sections_prompt_classifier,56,7657,2962,4695,0,0,824800,0.014974
long_mixed_80,hybrid_sections_prompt_classifier,57,7779,3062,4717,0,0,838800,0.01507
long_mixed_80,hybrid_sections_prompt_classifier,58,7835,3111,4724,0,0,841400,0.015105
long_mixed_80,hybrid_sections_prompt_classifier,59,7891,3134,4757,0,0,844000,0.015211
long_mixed_80,hybrid_sections_prompt_classifier,60,8116,3156,4960,0,0,868000,0.015827
long_mixed_80,hybrid_sections_prompt_classifier,61,8172,3246,4926,0,0,870600,0.015752
long_mixed_80,hybrid_sections_prompt_classifier,62,8228,3268,4960,0,0,873200,0.01586
long_mixed_80,hybrid_sections_prompt_classifier,63,8480,3291,5189,0,0,903200,0.016554
long_mixed_80,hybrid_sections_prompt_classifier,64,8574,3392,5182,0,0,913600,0.016564
long_mixed_80,hybrid_sections_prompt_classifier,65,9015,3429,5586,0,1,938800,0.017787
long_mixed_80,hybrid_sections_prompt_classifier,66,8735,3494,5241,0,0,958800,0.016771
long_mixed_80,hybrid_sections_prompt_classifier,67,8791,3494,5297,0,0,961400,0.016939
long_mixed_80,hybrid_sections_prompt_classifier,68,8885,3516,5369,0,0,971800,0.017162
long_mixed_80,hybrid_sections_prompt_classifier,69,9007,3554,5453,0,0,985800,0.017425
long_mixed_80,hybrid_sections_prompt_classifier,70,9259,3602,5657,0,0,1015800,0.018052
long_mixed_80,hybrid_sections_prompt_classifier,71,9315,3703,5612,0,0,1018400,0.017947
long_mixed_80,hybrid_sections_prompt_classifier,72,9437,3726,5711,0,0,1032400,0.018251
long_mixed_80,hybrid_sections_prompt_classifier,73,9493,3774,5719,0,0,1035000,0.018289
long_mixed_80,hybrid_sections_prompt_classifier,74,9549,3797,5752,0,0,1037600,0.018395
long_mixed_80,hybrid_sections_prompt_classifier,75,9774,3819,5955,0,0,1061600,0.019011
long_mixed_80,hybrid_sections_prompt_classifier,76,9868,3909,5959,0,0,1072000,0.01905
long_mixed_80,hybrid_sections_prompt_classifier,77,10120,3947,6173,0,0,1102000,0.019703
long_mixed_80,hybrid_sections_prompt_classifier,78,10383,4048,6335,0,1,1117200,0.020219
long_mixed_80,hybrid_sections_prompt_classifier,79,10439,4153,6286,0,0,1119800,0.020104
long_mixed_80,hybrid_sections_prompt_classifier,80,10664,4175,6489,0,0,1143800,0.020719
